document_id,dominant_topic,dominant_probability,topic_distribution,token_count
elsevier_paper_1717,3,0.999631,"{""0"": 0.000347, ""1"": 1.6e-05, ""2"": 6e-06, ""3"": 0.999631}",3858
elsevier_paper_172,0,0.999809,"{""0"": 0.999809, ""1"": 0.000125, ""2"": 4.2e-05, ""3"": 2.4e-05}",569
elsevier_paper_1722,0,0.981854,"{""0"": 0.981854, ""1"": 0.018046, ""2"": 6.4e-05, ""3"": 3.7e-05}",380
elsevier_paper_1724,2,0.494656,"{""0"": 0.101878, ""1"": 0.368843, ""2"": 0.494656, ""3"": 0.034623}",5832
elsevier_paper_1725,2,0.526763,"{""0"": 0.071785, ""1"": 0.320863, ""2"": 0.526763, ""3"": 0.08059}",3423
elsevier_paper_173,2,0.59255,"{""0"": 0.000703, ""1"": 0.323025, ""2"": 0.59255, ""3"": 0.083722}",4848
elsevier_paper_1733,3,0.713685,"{""0"": 0.004459, ""1"": 0.147969, ""2"": 0.133886, ""3"": 0.713685}",6044
elsevier_paper_1734,0,0.888312,"{""0"": 0.888312, ""1"": 0.069611, ""2"": 0.020086, ""3"": 0.021991}",530
elsevier_paper_1754,0,0.999723,"{""0"": 0.999723, ""1"": 0.000181, ""2"": 6.1e-05, ""3"": 3.5e-05}",390
elsevier_paper_1755,2,0.639287,"{""0"": 0.334583, ""1"": 0.026116, ""2"": 0.639287, ""3"": 1.5e-05}",1215
elsevier_paper_1760,3,0.588242,"{""0"": 0.077936, ""1"": 0.023316, ""2"": 0.310506, ""3"": 0.588242}",4088
elsevier_paper_1761,0,0.784774,"{""0"": 0.784774, ""1"": 0.011333, ""2"": 0.203891, ""3"": 2e-06}",7199
elsevier_paper_1763,3,0.39568,"{""0"": 0.029144, ""1"": 0.351914, ""2"": 0.223262, ""3"": 0.39568}",5323
elsevier_paper_1770,2,0.513322,"{""0"": 0.452252, ""1"": 0.034407, ""2"": 0.513322, ""3"": 1.9e-05}",1651
elsevier_paper_1771,2,0.89754,"{""0"": 0.00031, ""1"": 1.4e-05, ""2"": 0.89754, ""3"": 0.102137}",5539
elsevier_paper_1772,3,0.999791,"{""0"": 0.000196, ""1"": 9e-06, ""2"": 3e-06, ""3"": 0.999791}",7293
elsevier_paper_1776,0,0.846062,"{""0"": 0.846062, ""1"": 0.153842, ""2"": 6.1e-05, ""3"": 3.5e-05}",411
elsevier_paper_1777,0,0.80274,"{""0"": 0.80274, ""1"": 0.183205, ""2"": 0.014029, ""3"": 2.5e-05}",587
elsevier_paper_1783,0,0.896815,"{""0"": 0.896815, ""1"": 0.103076, ""2"": 6.9e-05, ""3"": 4e-05}",382
elsevier_paper_1786,0,0.999756,"{""0"": 0.999756, ""1"": 0.000159, ""2"": 5.4e-05, ""3"": 3.1e-05}",521
elsevier_paper_1790,0,0.864505,"{""0"": 0.864505, ""1"": 0.000189, ""2"": 0.135269, ""3"": 3.7e-05}",443
elsevier_paper_1791,0,0.969424,"{""0"": 0.969424, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 0.030286}",365
elsevier_paper_1793,0,0.866762,"{""0"": 0.866762, ""1"": 0.133105, ""2"": 8.4e-05, ""3"": 4.8e-05}",325
elsevier_paper_1795,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",349
elsevier_paper_1796,2,0.828342,"{""0"": 0.060035, ""1"": 0.111617, ""2"": 0.828342, ""3"": 7e-06}",2429
elsevier_paper_1798,3,0.89093,"{""0"": 0.008054, ""1"": 0.00392, ""2"": 0.097097, ""3"": 0.89093}",5328
elsevier_paper_1800,0,0.99974,"{""0"": 0.99974, ""1"": 0.000169, ""2"": 5.8e-05, ""3"": 3.3e-05}",479
elsevier_paper_1801,0,0.837831,"{""0"": 0.837831, ""1"": 0.032494, ""2"": 0.129637, ""3"": 3.9e-05}",330
elsevier_paper_1802,0,0.951424,"{""0"": 0.951424, ""1"": 0.048442, ""2"": 8.5e-05, ""3"": 4.9e-05}",326
elsevier_paper_1804,0,0.903572,"{""0"": 0.903572, ""1"": 0.066169, ""2"": 0.030215, ""3"": 4.4e-05}",368
elsevier_paper_1806,1,0.437024,"{""0"": 0.297864, ""1"": 0.437024, ""2"": 0.264674, ""3"": 0.000437}",6105
elsevier_paper_1807,0,0.999918,"{""0"": 0.999918, ""1"": 5.3e-05, ""2"": 1.8e-05, ""3"": 1e-05}",1788
elsevier_paper_1808,0,0.834799,"{""0"": 0.834799, ""1"": 0.12212, ""2"": 0.043045, ""3"": 3.6e-05}",378
elsevier_paper_1813,0,0.841811,"{""0"": 0.841811, ""1"": 0.115146, ""2"": 0.043011, ""3"": 3.3e-05}",446
elsevier_paper_1817,0,0.963747,"{""0"": 0.963747, ""1"": 0.000223, ""2"": 0.035986, ""3"": 4.4e-05}",347
elsevier_paper_1818,2,0.853633,"{""0"": 0.082401, ""1"": 0.052788, ""2"": 0.853633, ""3"": 0.011177}",4157
elsevier_paper_1820,0,0.999669,"{""0"": 0.999669, ""1"": 0.000216, ""2"": 7.3e-05, ""3"": 4.2e-05}",365
elsevier_paper_1823,0,0.999855,"{""0"": 0.999855, ""1"": 9.5e-05, ""2"": 3.2e-05, ""3"": 1.8e-05}",767
elsevier_paper_1825,0,0.999729,"{""0"": 0.999729, ""1"": 0.000177, ""2"": 6e-05, ""3"": 3.5e-05}",418
elsevier_paper_183,0,0.989436,"{""0"": 0.989436, ""1"": 0.01044, ""2"": 7.9e-05, ""3"": 4.5e-05}",348
elsevier_paper_1832,0,0.921817,"{""0"": 0.921817, ""1"": 0.07806, ""2"": 7.8e-05, ""3"": 4.5e-05}",340
elsevier_paper_1838,0,0.697646,"{""0"": 0.697646, ""1"": 0.302227, ""2"": 8e-05, ""3"": 4.6e-05}",368
elsevier_paper_1841,0,0.920455,"{""0"": 0.920455, ""1"": 0.00016, ""2"": 0.079354, ""3"": 3.1e-05}",507
elsevier_paper_1842,0,0.957725,"{""0"": 0.957725, ""1"": 0.000162, ""2"": 0.042082, ""3"": 3.2e-05}",455
elsevier_paper_1843,1,0.608663,"{""0"": 0.388291, ""1"": 0.608663, ""2"": 0.003039, ""3"": 7e-06}",2293
elsevier_paper_1847,0,0.818255,"{""0"": 0.818255, ""1"": 0.146998, ""2"": 6.4e-05, ""3"": 0.034683}",364
elsevier_paper_1848,0,0.994537,"{""0"": 0.994537, ""1"": 0.005346, ""2"": 7.4e-05, ""3"": 4.2e-05}",346
elsevier_paper_185,0,0.931004,"{""0"": 0.931004, ""1"": 0.068867, ""2"": 8.2e-05, ""3"": 4.7e-05}",304
elsevier_paper_1852,0,0.923565,"{""0"": 0.923565, ""1"": 0.076311, ""2"": 7.9e-05, ""3"": 4.5e-05}",323
elsevier_paper_1853,1,0.46975,"{""0"": 0.105102, ""1"": 0.46975, ""2"": 0.351379, ""3"": 0.073769}",3881
elsevier_paper_1854,3,0.803964,"{""0"": 0.050325, ""1"": 0.102513, ""2"": 0.043198, ""3"": 0.803964}",4850
elsevier_paper_1855,0,0.920801,"{""0"": 0.920801, ""1"": 0.078978, ""2"": 0.000141, ""3"": 8.1e-05}",258
elsevier_paper_1857,0,0.758213,"{""0"": 0.758213, ""1"": 0.184029, ""2"": 7.5e-05, ""3"": 0.057683}",350
elsevier_paper_186,0,0.943703,"{""0"": 0.943703, ""1"": 0.056271, ""2"": 1.7e-05, ""3"": 1e-05}",1560
elsevier_paper_1861,0,0.916138,"{""0"": 0.916138, ""1"": 0.000189, ""2"": 6.4e-05, ""3"": 0.08361}",440
elsevier_paper_1862,0,0.731355,"{""0"": 0.731355, ""1"": 0.268547, ""2"": 6.2e-05, ""3"": 3.6e-05}",434
elsevier_paper_1863,0,0.999797,"{""0"": 0.999797, ""1"": 0.000132, ""2"": 4.5e-05, ""3"": 2.6e-05}",529
elsevier_paper_1867,0,0.985868,"{""0"": 0.985868, ""1"": 0.01403, ""2"": 6.4e-05, ""3"": 3.7e-05}",396
elsevier_paper_1868,0,0.999672,"{""0"": 0.999672, ""1"": 0.000214, ""2"": 7.3e-05, ""3"": 4.2e-05}",340
elsevier_paper_187,2,0.493092,"{""0"": 0.015533, ""1"": 0.433211, ""2"": 0.493092, ""3"": 0.058163}",5929
elsevier_paper_188,0,0.893462,"{""0"": 0.893462, ""1"": 0.061508, ""2"": 0.044997, ""3"": 3.2e-05}",427
elsevier_paper_1889,0,0.999622,"{""0"": 0.999622, ""1"": 0.000246, ""2"": 8.4e-05, ""3"": 4.8e-05}",294
elsevier_paper_189,0,0.999685,"{""0"": 0.999685, ""1"": 0.000205, ""2"": 7e-05, ""3"": 4e-05}",404
elsevier_paper_1890,0,0.999661,"{""0"": 0.999661, ""1"": 0.000221, ""2"": 7.5e-05, ""3"": 4.3e-05}",337
elsevier_paper_1895,0,0.4505,"{""0"": 0.4505, ""1"": 0.417594, ""2"": 0.125541, ""3"": 0.006364}",9289
elsevier_paper_1899,0,0.999702,"{""0"": 0.999702, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",406
elsevier_paper_190,1,0.762938,"{""0"": 0.202051, ""1"": 0.762938, ""2"": 0.033231, ""3"": 0.001781}",8461
elsevier_paper_1906,3,0.917816,"{""0"": 0.000618, ""1"": 1.1e-05, ""2"": 0.081556, ""3"": 0.917816}",6579
elsevier_paper_1908,0,0.901546,"{""0"": 0.901546, ""1"": 0.09837, ""2"": 5.4e-05, ""3"": 3.1e-05}",456
elsevier_paper_1909,0,0.81149,"{""0"": 0.81149, ""1"": 0.188443, ""2"": 4.3e-05, ""3"": 2.5e-05}",612
elsevier_paper_1917,0,0.779447,"{""0"": 0.779447, ""1"": 0.071921, ""2"": 5e-05, ""3"": 0.148581}",500
elsevier_paper_1919,0,0.999695,"{""0"": 0.999695, ""1"": 0.000199, ""2"": 6.8e-05, ""3"": 3.9e-05}",374
elsevier_paper_192,0,0.927817,"{""0"": 0.927817, ""1"": 0.000183, ""2"": 0.071964, ""3"": 3.6e-05}",433
elsevier_paper_1921,0,0.999655,"{""0"": 0.999655, ""1"": 0.000225, ""2"": 7.7e-05, ""3"": 4.4e-05}",331
elsevier_paper_1923,3,0.940111,"{""0"": 0.000214, ""1"": 1e-05, ""2"": 0.059666, ""3"": 0.940111}",6951
elsevier_paper_1926,0,0.999742,"{""0"": 0.999742, ""1"": 0.000168, ""2"": 5.7e-05, ""3"": 3.3e-05}",1680
elsevier_paper_1928,0,0.968404,"{""0"": 0.968404, ""1"": 0.031511, ""2"": 5.4e-05, ""3"": 3.1e-05}",457
elsevier_paper_1929,0,0.999753,"{""0"": 0.999753, ""1"": 0.000161, ""2"": 5.5e-05, ""3"": 3.1e-05}",511
elsevier_paper_193,0,0.747149,"{""0"": 0.747149, ""1"": 0.101779, ""2"": 7.4e-05, ""3"": 0.150998}",415
elsevier_paper_1932,2,0.978339,"{""0"": 0.021652, ""1"": 8e-06, ""2"": 0.978339, ""3"": 2e-06}",9325
elsevier_paper_1935,0,0.619739,"{""0"": 0.619739, ""1"": 0.227004, ""2"": 0.075636, ""3"": 0.077621}",641
elsevier_paper_1937,0,0.999627,"{""0"": 0.999627, ""1"": 0.000243, ""2"": 8.3e-05, ""3"": 4.8e-05}",326
elsevier_paper_194,0,0.999673,"{""0"": 0.999673, ""1"": 0.000213, ""2"": 7.2e-05, ""3"": 4.2e-05}",387
elsevier_paper_1941,0,0.99967,"{""0"": 0.99967, ""1"": 0.000215, ""2"": 7.3e-05, ""3"": 4.2e-05}",371
elsevier_paper_1945,0,0.999694,"{""0"": 0.999694, ""1"": 0.000199, ""2"": 6.8e-05, ""3"": 3.9e-05}",369
elsevier_paper_195,1,0.735131,"{""0"": 0.000728, ""1"": 0.735131, ""2"": 0.257719, ""3"": 0.006421}",5296
elsevier_paper_1950,0,0.95613,"{""0"": 0.95613, ""1"": 0.000241, ""2"": 0.043581, ""3"": 4.7e-05}",314
elsevier_paper_1956,3,0.823711,"{""0"": 0.00118, ""1"": 1.2e-05, ""2"": 0.175096, ""3"": 0.823711}",6558
elsevier_paper_196,2,0.667978,"{""0"": 0.164635, ""1"": 0.09708, ""2"": 0.667978, ""3"": 0.070307}",3719
elsevier_paper_1960,0,0.801551,"{""0"": 0.801551, ""1"": 0.177231, ""2"": 0.02119, ""3"": 2.9e-05}",504
elsevier_paper_1962,1,0.99929,"{""0"": 0.000695, ""1"": 0.99929, ""2"": 1e-05, ""3"": 6e-06}",4840
elsevier_paper_1971,0,0.949627,"{""0"": 0.949627, ""1"": 0.050297, ""2"": 4.9e-05, ""3"": 2.8e-05}",556
elsevier_paper_1978,0,0.875062,"{""0"": 0.875062, ""1"": 0.116039, ""2"": 9.7e-05, ""3"": 0.008802}",289
elsevier_paper_198,0,0.999808,"{""0"": 0.999808, ""1"": 0.000125, ""2"": 4.2e-05, ""3"": 2.4e-05}",612
elsevier_paper_1993,0,0.953444,"{""0"": 0.953444, ""1"": 0.046439, ""2"": 7.4e-05, ""3"": 4.3e-05}",365
elsevier_paper_1994,0,0.993193,"{""0"": 0.993193, ""1"": 0.000141, ""2"": 0.006639, ""3"": 2.8e-05}",507
elsevier_paper_1995,0,0.983362,"{""0"": 0.983362, ""1"": 0.000214, ""2"": 0.016383, ""3"": 4.2e-05}",334
elsevier_paper_1996,0,0.999576,"{""0"": 0.999576, ""1"": 0.000276, ""2"": 9.4e-05, ""3"": 5.4e-05}",305
elsevier_paper_1997,2,0.59447,"{""0"": 0.092471, ""1"": 1.6e-05, ""2"": 0.59447, ""3"": 0.313043}",4801
elsevier_paper_2,0,0.999663,"{""0"": 0.999663, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",368
elsevier_paper_200,1,0.571257,"{""0"": 0.021445, ""1"": 0.571257, ""2"": 0.405027, ""3"": 0.002271}",4707
elsevier_paper_2006,0,0.892753,"{""0"": 0.892753, ""1"": 0.086111, ""2"": 7.2e-05, ""3"": 0.021064}",416
elsevier_paper_2009,0,0.964317,"{""0"": 0.964317, ""1"": 0.035583, ""2"": 6.4e-05, ""3"": 3.7e-05}",420
elsevier_paper_2012,0,0.946346,"{""0"": 0.946346, ""1"": 0.053592, ""2"": 3.9e-05, ""3"": 2.2e-05}",627
elsevier_paper_2013,0,0.99973,"{""0"": 0.99973, ""1"": 0.000176, ""2"": 6e-05, ""3"": 3.4e-05}",431
elsevier_paper_202,0,0.94932,"{""0"": 0.94932, ""1"": 0.050589, ""2"": 5.8e-05, ""3"": 3.3e-05}",449
elsevier_paper_2026,0,0.999731,"{""0"": 0.999731, ""1"": 0.000175, ""2"": 6e-05, ""3"": 3.4e-05}",421
elsevier_paper_2027,0,0.944707,"{""0"": 0.944707, ""1"": 0.0552, ""2"": 5.9e-05, ""3"": 3.4e-05}",424
elsevier_paper_2029,0,0.924117,"{""0"": 0.924117, ""1"": 0.014086, ""2"": 7.7e-05, ""3"": 0.06172}",343
elsevier_paper_2035,0,0.821921,"{""0"": 0.821921, ""1"": 0.000217, ""2"": 0.177819, ""3"": 4.2e-05}",357
elsevier_paper_2038,0,0.936764,"{""0"": 0.936764, ""1"": 0.05466, ""2"": 0.008523, ""3"": 5.3e-05}",285
elsevier_paper_2039,2,0.998612,"{""0"": 0.000421, ""1"": 1.4e-05, ""2"": 0.998612, ""3"": 0.000953}",7094
elsevier_paper_204,0,0.836055,"{""0"": 0.836055, ""1"": 0.072972, ""2"": 0.090932, ""3"": 4e-05}",380
elsevier_paper_2040,0,0.999509,"{""0"": 0.999509, ""1"": 0.00032, ""2"": 0.000109, ""3"": 6.2e-05}",248
elsevier_paper_2041,0,0.863215,"{""0"": 0.863215, ""1"": 0.123705, ""2"": 5.6e-05, ""3"": 0.013025}",485
elsevier_paper_2043,3,0.428321,"{""0"": 0.093151, ""1"": 0.361317, ""2"": 0.117211, ""3"": 0.428321}",3583
elsevier_paper_2046,0,0.880648,"{""0"": 0.880648, ""1"": 0.09595, ""2"": 7.6e-05, ""3"": 0.023326}",357
elsevier_paper_205,0,0.999891,"{""0"": 0.999891, ""1"": 7.1e-05, ""2"": 2.4e-05, ""3"": 1.4e-05}",1566
elsevier_paper_2054,0,0.999472,"{""0"": 0.999472, ""1"": 0.000344, ""2"": 0.000117, ""3"": 6.7e-05}",235
elsevier_paper_2058,0,0.963532,"{""0"": 0.963532, ""1"": 0.036323, ""2"": 9.2e-05, ""3"": 5.3e-05}",307
elsevier_paper_2065,0,0.968053,"{""0"": 0.968053, ""1"": 0.031828, ""2"": 7.5e-05, ""3"": 4.3e-05}",368
elsevier_paper_2075,0,0.878976,"{""0"": 0.878976, ""1"": 0.087615, ""2"": 0.033383, ""3"": 2.6e-05}",544
elsevier_paper_2083,0,0.85974,"{""0"": 0.85974, ""1"": 0.096784, ""2"": 6.4e-05, ""3"": 0.043412}",450
elsevier_paper_2084,0,0.84156,"{""0"": 0.84156, ""1"": 0.140826, ""2"": 7.2e-05, ""3"": 0.017542}",407
elsevier_paper_2085,0,0.921074,"{""0"": 0.921074, ""1"": 0.078871, ""2"": 3.5e-05, ""3"": 2e-05}",746
elsevier_paper_2086,0,0.991474,"{""0"": 0.991474, ""1"": 0.00844, ""2"": 5.4e-05, ""3"": 3.1e-05}",454
elsevier_paper_2093,2,0.931799,"{""0"": 0.000331, ""1"": 1.3e-05, ""2"": 0.931799, ""3"": 0.067857}",5916
elsevier_paper_2094,0,0.999659,"{""0"": 0.999659, ""1"": 0.000222, ""2"": 7.5e-05, ""3"": 4.3e-05}",317
elsevier_paper_2095,1,0.393922,"{""0"": 0.133407, ""1"": 0.393922, ""2"": 0.375283, ""3"": 0.097389}",3743
elsevier_paper_2097,0,0.999648,"{""0"": 0.999648, ""1"": 0.000229, ""2"": 7.8e-05, ""3"": 4.5e-05}",318
elsevier_paper_21,0,0.783138,"{""0"": 0.783138, ""1"": 0.083466, ""2"": 0.021414, ""3"": 0.111982}",572
elsevier_paper_2102,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",309
elsevier_paper_2108,3,0.357304,"{""0"": 0.000581, ""1"": 0.303704, ""2"": 0.338412, ""3"": 0.357304}",5229
elsevier_paper_2109,0,0.879997,"{""0"": 0.879997, ""1"": 0.119899, ""2"": 6.6e-05, ""3"": 3.8e-05}",397
elsevier_paper_211,0,0.748023,"{""0"": 0.748023, ""1"": 0.19104, ""2"": 6.8e-05, ""3"": 0.06087}",384
elsevier_paper_2117,0,0.907841,"{""0"": 0.907841, ""1"": 0.06127, ""2"": 5.3e-05, ""3"": 0.030836}",467
elsevier_paper_2118,0,0.999714,"{""0"": 0.999714, ""1"": 0.000186, ""2"": 6.3e-05, ""3"": 3.6e-05}",417
elsevier_paper_2123,0,0.910675,"{""0"": 0.910675, ""1"": 0.072365, ""2"": 4.3e-05, ""3"": 0.016917}",593
elsevier_paper_2124,0,0.680256,"{""0"": 0.680256, ""1"": 0.111096, ""2"": 0.208609, ""3"": 3.9e-05}",368
elsevier_paper_2126,0,0.999581,"{""0"": 0.999581, ""1"": 0.000273, ""2"": 9.3e-05, ""3"": 5.3e-05}",306
elsevier_paper_2131,2,0.915499,"{""0"": 0.084464, ""1"": 3.1e-05, ""2"": 0.915499, ""3"": 6e-06}",3547
elsevier_paper_2145,0,0.999719,"{""0"": 0.999719, ""1"": 0.000183, ""2"": 6.2e-05, ""3"": 3.6e-05}",445
elsevier_paper_2156,0,0.628404,"{""0"": 0.628404, ""1"": 0.370284, ""2"": 3e-06, ""3"": 0.001309}",8655
elsevier_paper_2161,0,0.925901,"{""0"": 0.925901, ""1"": 0.073853, ""2"": 0.000156, ""3"": 9e-05}",180
elsevier_paper_2164,0,0.646828,"{""0"": 0.646828, ""1"": 0.276646, ""2"": 8.5e-05, ""3"": 0.076441}",310
elsevier_paper_2175,0,0.981439,"{""0"": 0.981439, ""1"": 0.00019, ""2"": 0.018333, ""3"": 3.7e-05}",376
elsevier_paper_230,0,0.880685,"{""0"": 0.880685, ""1"": 0.00494, ""2"": 7e-06, ""3"": 0.114368}",4609
elsevier_paper_231,3,0.482877,"{""0"": 0.202554, ""1"": 2.1e-05, ""2"": 0.314548, ""3"": 0.482877}",3712
elsevier_paper_232,3,0.591051,"{""0"": 0.130783, ""1"": 0.06057, ""2"": 0.217596, ""3"": 0.591051}",4236
elsevier_paper_233,0,0.999701,"{""0"": 0.999701, ""1"": 0.000195, ""2"": 6.6e-05, ""3"": 3.8e-05}",387
elsevier_paper_234,0,0.96791,"{""0"": 0.96791, ""1"": 0.031988, ""2"": 6.4e-05, ""3"": 3.7e-05}",400
elsevier_paper_244,0,0.978491,"{""0"": 0.978491, ""1"": 0.021416, ""2"": 5.9e-05, ""3"": 3.4e-05}",438
elsevier_paper_253,0,0.959231,"{""0"": 0.959231, ""1"": 0.040664, ""2"": 6.7e-05, ""3"": 3.8e-05}",364
elsevier_paper_257,1,0.907873,"{""0"": 0.000392, ""1"": 0.907873, ""2"": 0.091732, ""3"": 3e-06}",5219
elsevier_paper_261,0,0.772636,"{""0"": 0.772636, ""1"": 0.218248, ""2"": 5.9e-05, ""3"": 0.009057}",461
elsevier_paper_262,2,0.99283,"{""0"": 0.000294, ""1"": 1.1e-05, ""2"": 0.99283, ""3"": 0.006865}",6606
elsevier_paper_263,0,0.991592,"{""0"": 0.991592, ""1"": 0.008299, ""2"": 6.9e-05, ""3"": 4e-05}",354
elsevier_paper_266,0,0.998891,"{""0"": 0.998891, ""1"": 0.000722, ""2"": 0.000246, ""3"": 0.000141}",125
elsevier_paper_272,0,0.976168,"{""0"": 0.976168, ""1"": 0.023723, ""2"": 7e-05, ""3"": 4e-05}",413
elsevier_paper_273,0,0.999635,"{""0"": 0.999635, ""1"": 0.000238, ""2"": 8.1e-05, ""3"": 4.6e-05}",329
elsevier_paper_274,0,0.879509,"{""0"": 0.879509, ""1"": 0.120397, ""2"": 5.9e-05, ""3"": 3.4e-05}",451
elsevier_paper_275,1,0.961027,"{""0"": 0.038968, ""1"": 0.961027, ""2"": 3e-06, ""3"": 2e-06}",8411
elsevier_paper_277,0,0.753308,"{""0"": 0.753308, ""1"": 0.13691, ""2"": 0.022492, ""3"": 0.08729}",380
elsevier_paper_283,2,0.675418,"{""0"": 0.000947, ""1"": 4.4e-05, ""2"": 0.675418, ""3"": 0.323591}",4268
elsevier_paper_284,0,0.985947,"{""0"": 0.985947, ""1"": 0.01397, ""2"": 5.3e-05, ""3"": 3e-05}",470
elsevier_paper_285,0,0.889528,"{""0"": 0.889528, ""1"": 0.032196, ""2"": 0.078241, ""3"": 3.4e-05}",394
elsevier_paper_29,0,0.816198,"{""0"": 0.816198, ""1"": 0.142812, ""2"": 5.6e-05, ""3"": 0.040934}",494
elsevier_paper_299,0,0.61452,"{""0"": 0.61452, ""1"": 0.12764, ""2"": 0.053014, ""3"": 0.204826}",312
elsevier_paper_3,3,0.60297,"{""0"": 0.000302, ""1"": 0.396723, ""2"": 5e-06, ""3"": 0.60297}",4650
elsevier_paper_303,0,0.800806,"{""0"": 0.800806, ""1"": 0.199107, ""2"": 5.5e-05, ""3"": 3.2e-05}",445
elsevier_paper_305,0,0.999845,"{""0"": 0.999845, ""1"": 0.000101, ""2"": 3.4e-05, ""3"": 2e-05}",1735
elsevier_paper_307,0,0.649879,"{""0"": 0.649879, ""1"": 0.349995, ""2"": 8e-05, ""3"": 4.6e-05}",330
elsevier_paper_309,0,0.848987,"{""0"": 0.848987, ""1"": 0.111432, ""2"": 6.4e-05, ""3"": 0.039518}",394
elsevier_paper_310,0,0.999769,"{""0"": 0.999769, ""1"": 0.00015, ""2"": 5.1e-05, ""3"": 2.9e-05}",478
elsevier_paper_311,0,0.999651,"{""0"": 0.999651, ""1"": 0.000227, ""2"": 7.7e-05, ""3"": 4.4e-05}",324
elsevier_paper_32,0,0.837649,"{""0"": 0.837649, ""1"": 0.162263, ""2"": 5.6e-05, ""3"": 3.2e-05}",486
elsevier_paper_323,3,0.90952,"{""0"": 0.002605, ""1"": 0.02661, ""2"": 0.061264, ""3"": 0.90952}",3964
elsevier_paper_327,0,0.789643,"{""0"": 0.789643, ""1"": 0.163199, ""2"": 0.047108, ""3"": 5e-05}",316
elsevier_paper_328,3,0.918966,"{""0"": 0.000623, ""1"": 1.6e-05, ""2"": 0.080395, ""3"": 0.918966}",5747
elsevier_paper_337,2,0.887893,"{""0"": 0.106404, ""1"": 0.003711, ""2"": 0.887893, ""3"": 0.001992}",2827
elsevier_paper_345,0,0.679554,"{""0"": 0.679554, ""1"": 0.219552, ""2"": 8e-05, ""3"": 0.100814}",306
elsevier_paper_346,0,0.999683,"{""0"": 0.999683, ""1"": 0.000207, ""2"": 7e-05, ""3"": 4e-05}",369
elsevier_paper_347,0,0.938683,"{""0"": 0.938683, ""1"": 0.061181, ""2"": 8.7e-05, ""3"": 5e-05}",282
elsevier_paper_351,0,0.938118,"{""0"": 0.938118, ""1"": 0.061762, ""2"": 7.6e-05, ""3"": 4.4e-05}",331
elsevier_paper_357,0,0.984752,"{""0"": 0.984752, ""1"": 0.000249, ""2"": 0.01495, ""3"": 4.9e-05}",304
elsevier_paper_359,3,0.76967,"{""0"": 0.230261, ""1"": 5.1e-05, ""2"": 1.7e-05, ""3"": 0.76967}",2287
elsevier_paper_361,0,0.970024,"{""0"": 0.970024, ""1"": 0.000149, ""2"": 5.1e-05, ""3"": 0.029776}",503
elsevier_paper_362,0,0.697541,"{""0"": 0.697541, ""1"": 0.239242, ""2"": 0.063182, ""3"": 3.4e-05}",414
elsevier_paper_375,0,0.985455,"{""0"": 0.985455, ""1"": 0.000126, ""2"": 0.014394, ""3"": 2.5e-05}",599
elsevier_paper_380,0,0.783309,"{""0"": 0.783309, ""1"": 0.216604, ""2"": 5.5e-05, ""3"": 3.2e-05}",462
elsevier_paper_381,0,0.981737,"{""0"": 0.981737, ""1"": 0.000263, ""2"": 9e-05, ""3"": 0.01791}",309
elsevier_paper_382,0,0.975569,"{""0"": 0.975569, ""1"": 0.024343, ""2"": 5.6e-05, ""3"": 3.2e-05}",457
elsevier_paper_383,0,0.999753,"{""0"": 0.999753, ""1"": 0.000161, ""2"": 5.5e-05, ""3"": 3.1e-05}",490
elsevier_paper_386,0,0.99965,"{""0"": 0.99965, ""1"": 0.000228, ""2"": 7.8e-05, ""3"": 4.5e-05}",312
elsevier_paper_391,0,0.867393,"{""0"": 0.867393, ""1"": 0.056843, ""2"": 0.07573, ""3"": 3.5e-05}",411
elsevier_paper_392,0,0.928129,"{""0"": 0.928129, ""1"": 0.047613, ""2"": 0.024219, ""3"": 3.9e-05}",374
elsevier_paper_395,3,0.999618,"{""0"": 0.000358, ""1"": 1.8e-05, ""2"": 6e-06, ""3"": 0.999618}",3594
elsevier_paper_398,0,0.843766,"{""0"": 0.843766, ""1"": 0.083098, ""2"": 0.07311, ""3"": 2.5e-05}",585
elsevier_paper_399,0,0.996556,"{""0"": 0.996556, ""1"": 0.000125, ""2"": 0.003294, ""3"": 2.4e-05}",588
elsevier_paper_4,0,0.959384,"{""0"": 0.959384, ""1"": 0.020718, ""2"": 0.019871, ""3"": 2.7e-05}",523
elsevier_paper_404,0,0.993973,"{""0"": 0.993973, ""1"": 0.000243, ""2"": 0.005736, ""3"": 4.8e-05}",310
elsevier_paper_406,0,0.999751,"{""0"": 0.999751, ""1"": 0.000162, ""2"": 5.5e-05, ""3"": 3.2e-05}",446
elsevier_paper_407,2,0.54657,"{""0"": 0.169907, ""1"": 0.104853, ""2"": 0.54657, ""3"": 0.178671}",5649
elsevier_paper_416,3,0.590457,"{""0"": 0.211823, ""1"": 0.146533, ""2"": 0.051187, ""3"": 0.590457}",4482
elsevier_paper_421,0,0.932383,"{""0"": 0.932383, ""1"": 0.050561, ""2"": 5.9e-05, ""3"": 0.016998}",451
