document_id,dominant_topic,dominant_probability,topic_distribution,token_count
paper2260,0,0.905723,"{""0"": 0.905723, ""1"": 0.094146, ""2"": 8.3e-05, ""3"": 4.8e-05}",299
paper2261,0,0.875156,"{""0"": 0.875156, ""1"": 0.124643, ""2"": 0.000127, ""3"": 7.3e-05}",189
paper2262,0,0.999329,"{""0"": 0.999329, ""1"": 0.000437, ""2"": 0.000149, ""3"": 8.5e-05}",152
paper2263,0,0.999611,"{""0"": 0.999611, ""1"": 0.000253, ""2"": 8.6e-05, ""3"": 4.9e-05}",290
paper2264,0,0.999385,"{""0"": 0.999385, ""1"": 0.000401, ""2"": 0.000136, ""3"": 7.8e-05}",178
paper2265,0,0.999583,"{""0"": 0.999583, ""1"": 0.000271, ""2"": 9.2e-05, ""3"": 5.3e-05}",276
paper2266,0,0.999618,"{""0"": 0.999618, ""1"": 0.000249, ""2"": 8.5e-05, ""3"": 4.9e-05}",284
paper2267,0,0.999659,"{""0"": 0.999659, ""1"": 0.000222, ""2"": 7.5e-05, ""3"": 4.3e-05}",333
paper2268,0,0.907347,"{""0"": 0.907347, ""1"": 0.0925, ""2"": 9.7e-05, ""3"": 5.6e-05}",276
paper2269,0,0.999619,"{""0"": 0.999619, ""1"": 0.000248, ""2"": 8.4e-05, ""3"": 4.8e-05}",309
paper227,0,0.971847,"{""0"": 0.971847, ""1"": 0.028017, ""2"": 8.6e-05, ""3"": 5e-05}",310
paper2270,0,0.978101,"{""0"": 0.978101, ""1"": 0.021761, ""2"": 8.8e-05, ""3"": 5e-05}",297
paper2271,0,0.999469,"{""0"": 0.999469, ""1"": 0.000346, ""2"": 0.000118, ""3"": 6.8e-05}",217
paper2272,0,0.826649,"{""0"": 0.826649, ""1"": 0.173199, ""2"": 9.7e-05, ""3"": 5.6e-05}",254
paper2273,0,0.999583,"{""0"": 0.999583, ""1"": 0.000271, ""2"": 9.2e-05, ""3"": 5.3e-05}",278
paper2274,0,0.85421,"{""0"": 0.85421, ""1"": 0.000279, ""2"": 0.145457, ""3"": 5.4e-05}",250
paper2275,0,0.999595,"{""0"": 0.999595, ""1"": 0.000264, ""2"": 9e-05, ""3"": 5.2e-05}",284
paper2276,0,0.989649,"{""0"": 0.989649, ""1"": 0.000171, ""2"": 5.8e-05, ""3"": 0.010122}",448
paper2277,0,0.999642,"{""0"": 0.999642, ""1"": 0.000233, ""2"": 7.9e-05, ""3"": 4.6e-05}",327
paper2278,0,0.941006,"{""0"": 0.941006, ""1"": 0.03905, ""2"": 9.7e-05, ""3"": 0.019846}",265
paper2279,0,0.999604,"{""0"": 0.999604, ""1"": 0.000258, ""2"": 8.8e-05, ""3"": 5e-05}",286
paper228,0,0.999656,"{""0"": 0.999656, ""1"": 0.000224, ""2"": 7.6e-05, ""3"": 4.4e-05}",348
paper2280,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",276
paper2281,0,0.965197,"{""0"": 0.965197, ""1"": 0.034703, ""2"": 6.3e-05, ""3"": 3.6e-05}",422
paper2282,0,0.99965,"{""0"": 0.99965, ""1"": 0.000228, ""2"": 7.8e-05, ""3"": 4.5e-05}",340
paper2283,0,0.999514,"{""0"": 0.999514, ""1"": 0.000317, ""2"": 0.000108, ""3"": 6.2e-05}",241
paper2284,0,0.999507,"{""0"": 0.999507, ""1"": 0.000321, ""2"": 0.000109, ""3"": 6.3e-05}",230
paper2285,0,0.959857,"{""0"": 0.959857, ""1"": 0.040005, ""2"": 8.8e-05, ""3"": 5e-05}",301
paper2286,0,0.999519,"{""0"": 0.999519, ""1"": 0.000313, ""2"": 0.000107, ""3"": 6.1e-05}",257
paper2287,0,0.999587,"{""0"": 0.999587, ""1"": 0.000269, ""2"": 9.2e-05, ""3"": 5.3e-05}",290
paper2288,0,0.977132,"{""0"": 0.977132, ""1"": 0.022735, ""2"": 8.4e-05, ""3"": 4.8e-05}",328
paper2289,0,0.999721,"{""0"": 0.999721, ""1"": 0.000182, ""2"": 6.2e-05, ""3"": 3.5e-05}",426
paper229,0,0.953298,"{""0"": 0.953298, ""1"": 0.046591, ""2"": 7e-05, ""3"": 4e-05}",365
paper2290,0,0.999676,"{""0"": 0.999676, ""1"": 0.000211, ""2"": 7.2e-05, ""3"": 4.1e-05}",371
paper2291,0,0.999502,"{""0"": 0.999502, ""1"": 0.000324, ""2"": 0.00011, ""3"": 6.3e-05}",266
paper2292,0,0.977287,"{""0"": 0.977287, ""1"": 0.000284, ""2"": 9.6e-05, ""3"": 0.022333}",266
paper2293,0,0.999665,"{""0"": 0.999665, ""1"": 0.000218, ""2"": 7.4e-05, ""3"": 4.3e-05}",337
paper2294,0,0.986172,"{""0"": 0.986172, ""1"": 0.000252, ""2"": 0.013527, ""3"": 4.9e-05}",289
paper2295,0,0.9996,"{""0"": 0.9996, ""1"": 0.00026, ""2"": 8.9e-05, ""3"": 5.1e-05}",323
paper2296,0,0.999539,"{""0"": 0.999539, ""1"": 0.0003, ""2"": 0.000102, ""3"": 5.9e-05}",265
paper2297,0,0.9997,"{""0"": 0.9997, ""1"": 0.000196, ""2"": 6.7e-05, ""3"": 3.8e-05}",406
paper2298,0,0.870016,"{""0"": 0.870016, ""1"": 0.129853, ""2"": 8.3e-05, ""3"": 4.8e-05}",329
paper2299,0,0.963843,"{""0"": 0.963843, ""1"": 0.035983, ""2"": 0.00011, ""3"": 6.3e-05}",278
paper23,0,0.917158,"{""0"": 0.917158, ""1"": 0.082747, ""2"": 6.1e-05, ""3"": 3.5e-05}",420
paper230,0,0.953223,"{""0"": 0.953223, ""1"": 0.046641, ""2"": 8.6e-05, ""3"": 5e-05}",301
paper2300,0,0.999564,"{""0"": 0.999564, ""1"": 0.000284, ""2"": 9.7e-05, ""3"": 5.5e-05}",288
paper2301,0,0.999608,"{""0"": 0.999608, ""1"": 0.000255, ""2"": 8.7e-05, ""3"": 5e-05}",304
paper2302,0,0.856721,"{""0"": 0.856721, ""1"": 0.143169, ""2"": 7e-05, ""3"": 4e-05}",366
paper2303,0,0.999776,"{""0"": 0.999776, ""1"": 0.000146, ""2"": 5e-05, ""3"": 2.8e-05}",500
paper2304,0,0.943923,"{""0"": 0.943923, ""1"": 0.000368, ""2"": 0.000125, ""3"": 0.055583}",194
paper2305,0,0.984369,"{""0"": 0.984369, ""1"": 0.015533, ""2"": 6.2e-05, ""3"": 3.5e-05}",403
paper2306,0,0.999638,"{""0"": 0.999638, ""1"": 0.000236, ""2"": 8e-05, ""3"": 4.6e-05}",336
paper2307,0,0.999762,"{""0"": 0.999762, ""1"": 0.000155, ""2"": 5.3e-05, ""3"": 3e-05}",476
paper2308,0,0.99955,"{""0"": 0.99955, ""1"": 0.000293, ""2"": 0.0001, ""3"": 5.7e-05}",243
paper2309,0,0.999671,"{""0"": 0.999671, ""1"": 0.000214, ""2"": 7.3e-05, ""3"": 4.2e-05}",338
paper231,0,0.999343,"{""0"": 0.999343, ""1"": 0.000428, ""2"": 0.000146, ""3"": 8.4e-05}",208
paper2310,0,0.988727,"{""0"": 0.988727, ""1"": 0.011023, ""2"": 0.000158, ""3"": 9.1e-05}",178
paper2311,0,0.999747,"{""0"": 0.999747, ""1"": 0.000164, ""2"": 5.6e-05, ""3"": 3.2e-05}",448
paper2312,0,0.999604,"{""0"": 0.999604, ""1"": 0.000258, ""2"": 8.8e-05, ""3"": 5e-05}",274
paper2313,0,0.999396,"{""0"": 0.999396, ""1"": 0.000393, ""2"": 0.000134, ""3"": 7.7e-05}",193
paper2314,0,0.999635,"{""0"": 0.999635, ""1"": 0.000238, ""2"": 8.1e-05, ""3"": 4.6e-05}",342
paper2315,0,0.961452,"{""0"": 0.961452, ""1"": 0.00029, ""2"": 0.038201, ""3"": 5.7e-05}",277
paper2316,0,0.999643,"{""0"": 0.999643, ""1"": 0.000232, ""2"": 7.9e-05, ""3"": 4.5e-05}",341
paper2317,0,0.968753,"{""0"": 0.968753, ""1"": 0.031053, ""2"": 0.000124, ""3"": 7.1e-05}",209
paper2318,0,0.999704,"{""0"": 0.999704, ""1"": 0.000193, ""2"": 6.6e-05, ""3"": 3.8e-05}",384
paper2319,0,0.894278,"{""0"": 0.894278, ""1"": 0.105699, ""2"": 1.4e-05, ""3"": 8e-06}",1806
paper232,0,0.99957,"{""0"": 0.99957, ""1"": 0.00028, ""2"": 9.5e-05, ""3"": 5.5e-05}",266
paper2320,0,0.950221,"{""0"": 0.950221, ""1"": 0.049693, ""2"": 5.5e-05, ""3"": 3.2e-05}",454
paper2321,0,0.999634,"{""0"": 0.999634, ""1"": 0.000239, ""2"": 8.1e-05, ""3"": 4.7e-05}",325
paper2322,0,0.999662,"{""0"": 0.999662, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",332
paper2323,0,0.999743,"{""0"": 0.999743, ""1"": 0.000167, ""2"": 5.7e-05, ""3"": 3.3e-05}",435
paper2324,0,0.999756,"{""0"": 0.999756, ""1"": 0.000159, ""2"": 5.4e-05, ""3"": 3.1e-05}",497
paper2325,0,0.999647,"{""0"": 0.999647, ""1"": 0.00023, ""2"": 7.8e-05, ""3"": 4.5e-05}",326
paper2326,0,0.999592,"{""0"": 0.999592, ""1"": 0.000266, ""2"": 9e-05, ""3"": 5.2e-05}",268
paper2327,0,0.999763,"{""0"": 0.999763, ""1"": 0.000154, ""2"": 5.3e-05, ""3"": 3e-05}",517
paper2328,0,0.999687,"{""0"": 0.999687, ""1"": 0.000204, ""2"": 6.9e-05, ""3"": 4e-05}",341
paper2329,0,0.999531,"{""0"": 0.999531, ""1"": 0.000306, ""2"": 0.000104, ""3"": 6e-05}",237
paper233,0,0.999678,"{""0"": 0.999678, ""1"": 0.00021, ""2"": 7.1e-05, ""3"": 4.1e-05}",358
paper2330,0,0.903174,"{""0"": 0.903174, ""1"": 0.096712, ""2"": 7.2e-05, ""3"": 4.2e-05}",347
paper2331,0,0.984421,"{""0"": 0.984421, ""1"": 0.01542, ""2"": 0.000101, ""3"": 5.8e-05}",237
paper2332,0,0.989616,"{""0"": 0.989616, ""1"": 0.007354, ""2"": 5.7e-05, ""3"": 0.002973}",440
paper2333,0,0.999445,"{""0"": 0.999445, ""1"": 0.000362, ""2"": 0.000123, ""3"": 7.1e-05}",225
paper2334,0,0.999654,"{""0"": 0.999654, ""1"": 0.000225, ""2"": 7.7e-05, ""3"": 4.4e-05}",313
paper2335,0,0.999731,"{""0"": 0.999731, ""1"": 0.000175, ""2"": 6e-05, ""3"": 3.4e-05}",462
paper2336,0,0.95313,"{""0"": 0.95313, ""1"": 0.039192, ""2"": 0.007616, ""3"": 6.2e-05}",239
paper2337,0,0.985369,"{""0"": 0.985369, ""1"": 0.014536, ""2"": 6.1e-05, ""3"": 3.5e-05}",407
paper2338,0,0.919952,"{""0"": 0.919952, ""1"": 0.072227, ""2"": 0.007803, ""3"": 1.9e-05}",1537
paper2339,0,0.999689,"{""0"": 0.999689, ""1"": 0.000203, ""2"": 6.9e-05, ""3"": 4e-05}",394
paper234,0,0.999587,"{""0"": 0.999587, ""1"": 0.000269, ""2"": 9.2e-05, ""3"": 5.3e-05}",276
paper2340,0,0.999754,"{""0"": 0.999754, ""1"": 0.00016, ""2"": 5.5e-05, ""3"": 3.1e-05}",453
paper2341,0,0.974663,"{""0"": 0.974663, ""1"": 0.012605, ""2"": 0.012679, ""3"": 5.3e-05}",270
paper2342,0,0.999514,"{""0"": 0.999514, ""1"": 0.000316, ""2"": 0.000108, ""3"": 6.2e-05}",264
paper2343,0,0.950815,"{""0"": 0.950815, ""1"": 0.049063, ""2"": 7.8e-05, ""3"": 4.5e-05}",330
paper2344,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",266
paper2345,0,0.999602,"{""0"": 0.999602, ""1"": 0.000259, ""2"": 8.8e-05, ""3"": 5.1e-05}",278
paper2346,0,0.999373,"{""0"": 0.999373, ""1"": 0.000409, ""2"": 0.000139, ""3"": 8e-05}",165
paper2347,0,0.999351,"{""0"": 0.999351, ""1"": 0.000422, ""2"": 0.000144, ""3"": 8.3e-05}",176
paper2348,0,0.999618,"{""0"": 0.999618, ""1"": 0.000249, ""2"": 8.5e-05, ""3"": 4.9e-05}",303
paper2349,0,0.999621,"{""0"": 0.999621, ""1"": 0.000247, ""2"": 8.4e-05, ""3"": 4.8e-05}",303
paper235,0,0.999651,"{""0"": 0.999651, ""1"": 0.000227, ""2"": 7.7e-05, ""3"": 4.4e-05}",338
paper2350,0,0.971163,"{""0"": 0.971163, ""1"": 0.028659, ""2"": 0.000113, ""3"": 6.5e-05}",221
paper2351,0,0.999687,"{""0"": 0.999687, ""1"": 0.000204, ""2"": 6.9e-05, ""3"": 4e-05}",359
paper2352,0,0.999627,"{""0"": 0.999627, ""1"": 0.000243, ""2"": 8.3e-05, ""3"": 4.8e-05}",299
paper2353,0,0.999507,"{""0"": 0.999507, ""1"": 0.000321, ""2"": 0.000109, ""3"": 6.3e-05}",245
paper2354,0,0.98263,"{""0"": 0.98263, ""1"": 0.000232, ""2"": 7.9e-05, ""3"": 0.017059}",335
paper2355,0,0.999564,"{""0"": 0.999564, ""1"": 0.000284, ""2"": 9.6e-05, ""3"": 5.5e-05}",272
paper2356,0,0.98615,"{""0"": 0.98615, ""1"": 0.01374, ""2"": 7e-05, ""3"": 4e-05}",352
paper2357,0,0.972245,"{""0"": 0.972245, ""1"": 0.027678, ""2"": 4.9e-05, ""3"": 2.8e-05}",526
paper2358,0,0.876882,"{""0"": 0.876882, ""1"": 0.122925, ""2"": 0.000122, ""3"": 7e-05}",217
paper2359,0,0.958299,"{""0"": 0.958299, ""1"": 0.041528, ""2"": 0.00011, ""3"": 6.3e-05}",236
paper236,0,0.999555,"{""0"": 0.999555, ""1"": 0.00029, ""2"": 9.9e-05, ""3"": 5.7e-05}",254
paper2360,0,0.999644,"{""0"": 0.999644, ""1"": 0.000232, ""2"": 7.9e-05, ""3"": 4.5e-05}",313
paper2361,0,0.999677,"{""0"": 0.999677, ""1"": 0.000211, ""2"": 7.2e-05, ""3"": 4.1e-05}",332
paper2362,0,0.999583,"{""0"": 0.999583, ""1"": 0.000271, ""2"": 9.2e-05, ""3"": 5.3e-05}",268
paper2363,0,0.956722,"{""0"": 0.956722, ""1"": 0.043154, ""2"": 7.8e-05, ""3"": 4.5e-05}",347
paper2364,0,0.999667,"{""0"": 0.999667, ""1"": 0.000217, ""2"": 7.4e-05, ""3"": 4.2e-05}",338
paper2365,0,0.999368,"{""0"": 0.999368, ""1"": 0.000411, ""2"": 0.00014, ""3"": 8e-05}",195
paper2366,0,0.999535,"{""0"": 0.999535, ""1"": 0.000303, ""2"": 0.000103, ""3"": 5.9e-05}",257
paper2367,0,0.964883,"{""0"": 0.964883, ""1"": 0.034921, ""2"": 0.000124, ""3"": 7.1e-05}",226
paper2368,0,0.99701,"{""0"": 0.99701, ""1"": 0.001947, ""2"": 0.000662, ""3"": 0.00038}",34
paper2369,0,0.999514,"{""0"": 0.999514, ""1"": 0.000316, ""2"": 0.000108, ""3"": 6.2e-05}",249
paper237,0,0.999635,"{""0"": 0.999635, ""1"": 0.000238, ""2"": 8.1e-05, ""3"": 4.6e-05}",313
paper2370,0,0.946701,"{""0"": 0.946701, ""1"": 0.053143, ""2"": 9.9e-05, ""3"": 5.7e-05}",252
paper2371,0,0.959828,"{""0"": 0.959828, ""1"": 0.03768, ""2"": 0.002469, ""3"": 2.3e-05}",631
paper2372,0,0.999657,"{""0"": 0.999657, ""1"": 0.000223, ""2"": 7.6e-05, ""3"": 4.4e-05}",360
paper2373,0,0.99948,"{""0"": 0.99948, ""1"": 0.000338, ""2"": 0.000115, ""3"": 6.6e-05}",245
paper2374,0,0.999782,"{""0"": 0.999782, ""1"": 0.000142, ""2"": 4.8e-05, ""3"": 2.8e-05}",505
paper2375,0,0.999597,"{""0"": 0.999597, ""1"": 0.000262, ""2"": 8.9e-05, ""3"": 5.1e-05}",284
paper2376,0,0.999649,"{""0"": 0.999649, ""1"": 0.000228, ""2"": 7.8e-05, ""3"": 4.5e-05}",346
paper2377,0,0.969905,"{""0"": 0.969905, ""1"": 0.029936, ""2"": 0.000101, ""3"": 5.8e-05}",244
paper2378,0,0.935197,"{""0"": 0.935197, ""1"": 0.000338, ""2"": 0.064399, ""3"": 6.6e-05}",217
paper2379,0,0.999674,"{""0"": 0.999674, ""1"": 0.000212, ""2"": 7.2e-05, ""3"": 4.1e-05}",363
paper238,0,0.838523,"{""0"": 0.838523, ""1"": 0.134638, ""2"": 0.026801, ""3"": 3.8e-05}",388
paper2380,0,0.99978,"{""0"": 0.99978, ""1"": 0.000144, ""2"": 4.9e-05, ""3"": 2.8e-05}",487
paper2381,0,0.99967,"{""0"": 0.99967, ""1"": 0.000215, ""2"": 7.3e-05, ""3"": 4.2e-05}",351
paper2382,0,0.999704,"{""0"": 0.999704, ""1"": 0.000193, ""2"": 6.6e-05, ""3"": 3.8e-05}",371
paper2383,1,0.557696,"{""0"": 0.440648, ""1"": 0.557696, ""2"": 0.001052, ""3"": 0.000604}",19
paper2384,0,0.999773,"{""0"": 0.999773, ""1"": 0.000148, ""2"": 5e-05, ""3"": 2.9e-05}",498
paper2385,0,0.999469,"{""0"": 0.999469, ""1"": 0.000346, ""2"": 0.000118, ""3"": 6.8e-05}",224
paper2386,0,0.945392,"{""0"": 0.945392, ""1"": 0.054479, ""2"": 8.2e-05, ""3"": 4.7e-05}",314
paper2387,0,0.998746,"{""0"": 0.998746, ""1"": 0.000817, ""2"": 0.000278, ""3"": 0.00016}",124
paper2388,0,0.999576,"{""0"": 0.999576, ""1"": 0.000276, ""2"": 9.4e-05, ""3"": 5.4e-05}",276
paper2389,0,0.999214,"{""0"": 0.999214, ""1"": 0.000512, ""2"": 0.000174, ""3"": 0.0001}",160
paper239,0,0.877977,"{""0"": 0.877977, ""1"": 0.121907, ""2"": 7.4e-05, ""3"": 4.2e-05}",332
paper2390,0,0.980166,"{""0"": 0.980166, ""1"": 0.000264, ""2"": 0.019519, ""3"": 5.2e-05}",265
paper2391,0,0.999702,"{""0"": 0.999702, ""1"": 0.000194, ""2"": 6.6e-05, ""3"": 3.8e-05}",393
paper2392,0,0.999325,"{""0"": 0.999325, ""1"": 0.00044, ""2"": 0.00015, ""3"": 8.6e-05}",193
paper2393,0,0.999693,"{""0"": 0.999693, ""1"": 0.0002, ""2"": 6.8e-05, ""3"": 3.9e-05}",353
paper2394,0,0.696657,"{""0"": 0.696657, ""1"": 0.30324, ""2"": 6.5e-05, ""3"": 3.7e-05}",353
paper2395,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",271
paper2396,0,0.933794,"{""0"": 0.933794, ""1"": 0.066071, ""2"": 8.6e-05, ""3"": 4.9e-05}",294
paper2397,0,0.999621,"{""0"": 0.999621, ""1"": 0.000247, ""2"": 8.4e-05, ""3"": 4.8e-05}",314
paper2398,0,0.963593,"{""0"": 0.963593, ""1"": 0.036316, ""2"": 5.8e-05, ""3"": 3.3e-05}",438
paper2399,0,0.881704,"{""0"": 0.881704, ""1"": 0.118172, ""2"": 7.9e-05, ""3"": 4.5e-05}",323
paper24,0,0.836638,"{""0"": 0.836638, ""1"": 0.163258, ""2"": 6.6e-05, ""3"": 3.8e-05}",430
paper240,0,0.782593,"{""0"": 0.782593, ""1"": 0.217319, ""2"": 5.6e-05, ""3"": 3.2e-05}",430
paper2400,0,0.940859,"{""0"": 0.940859, ""1"": 0.059039, ""2"": 6.5e-05, ""3"": 3.7e-05}",395
paper2401,0,0.969967,"{""0"": 0.969967, ""1"": 0.029922, ""2"": 7e-05, ""3"": 4e-05}",352
paper2402,0,0.999658,"{""0"": 0.999658, ""1"": 0.000223, ""2"": 7.6e-05, ""3"": 4.4e-05}",360
paper2403,0,0.927767,"{""0"": 0.927767, ""1"": 0.056691, ""2"": 0.015505, ""3"": 3.7e-05}",408
paper2404,0,0.782413,"{""0"": 0.782413, ""1"": 0.217445, ""2"": 9e-05, ""3"": 5.2e-05}",290
paper2405,0,0.923549,"{""0"": 0.923549, ""1"": 0.073102, ""2"": 0.003305, ""3"": 4.5e-05}",327
paper2406,0,0.915226,"{""0"": 0.915226, ""1"": 0.084509, ""2"": 0.000168, ""3"": 9.7e-05}",144
paper2407,0,0.999523,"{""0"": 0.999523, ""1"": 0.00031, ""2"": 0.000106, ""3"": 6.1e-05}",270
paper2408,0,0.992738,"{""0"": 0.992738, ""1"": 0.00715, ""2"": 7e-05, ""3"": 4e-05}",355
paper2409,0,0.88959,"{""0"": 0.88959, ""1"": 0.110271, ""2"": 8.8e-05, ""3"": 5.1e-05}",290
paper241,0,0.955199,"{""0"": 0.955199, ""1"": 0.044706, ""2"": 6e-05, ""3"": 3.4e-05}",420
paper2410,0,0.823928,"{""0"": 0.823928, ""1"": 0.175928, ""2"": 9.1e-05, ""3"": 5.2e-05}",260
paper2411,0,0.970731,"{""0"": 0.970731, ""1"": 0.028939, ""2"": 0.00021, ""3"": 0.00012}",145
paper2412,0,0.999631,"{""0"": 0.999631, ""1"": 0.00024, ""2"": 8.2e-05, ""3"": 4.7e-05}",314
paper2413,0,0.897868,"{""0"": 0.897868, ""1"": 0.101659, ""2"": 0.000301, ""3"": 0.000173}",87
paper2414,0,0.913564,"{""0"": 0.913564, ""1"": 0.08634, ""2"": 6.1e-05, ""3"": 3.5e-05}",395
paper2415,0,0.709723,"{""0"": 0.709723, ""1"": 0.290153, ""2"": 7.9e-05, ""3"": 4.5e-05}",315
paper2416,0,0.971272,"{""0"": 0.971272, ""1"": 0.028629, ""2"": 6.3e-05, ""3"": 3.6e-05}",395
paper2417,0,0.813514,"{""0"": 0.813514, ""1"": 0.186374, ""2"": 7.1e-05, ""3"": 4.1e-05}",337
paper2418,0,0.987801,"{""0"": 0.987801, ""1"": 0.012087, ""2"": 7.1e-05, ""3"": 4.1e-05}",339
paper2419,0,0.773474,"{""0"": 0.773474, ""1"": 0.226386, ""2"": 8.9e-05, ""3"": 5.1e-05}",305
paper242,0,0.909604,"{""0"": 0.909604, ""1"": 0.090277, ""2"": 7.5e-05, ""3"": 4.3e-05}",336
paper2420,0,0.852245,"{""0"": 0.852245, ""1"": 0.147618, ""2"": 8.7e-05, ""3"": 5e-05}",309
paper2421,0,0.915233,"{""0"": 0.915233, ""1"": 0.084601, ""2"": 0.000106, ""3"": 6.1e-05}",242
paper2422,0,0.859466,"{""0"": 0.859466, ""1"": 0.140369, ""2"": 0.000105, ""3"": 6e-05}",251
paper2423,0,0.926349,"{""0"": 0.926349, ""1"": 0.073537, ""2"": 7.2e-05, ""3"": 4.2e-05}",328
paper2424,0,0.999278,"{""0"": 0.999278, ""1"": 0.00047, ""2"": 0.00016, ""3"": 9.2e-05}",185
paper2425,0,0.77937,"{""0"": 0.77937, ""1"": 0.220509, ""2"": 7.7e-05, ""3"": 4.4e-05}",307
paper2426,0,0.813055,"{""0"": 0.813055, ""1"": 0.186848, ""2"": 6.2e-05, ""3"": 3.5e-05}",429
paper2427,0,0.999097,"{""0"": 0.999097, ""1"": 0.000588, ""2"": 0.0002, ""3"": 0.000115}",135
paper2428,0,0.94769,"{""0"": 0.94769, ""1"": 0.052202, ""2"": 6.9e-05, ""3"": 3.9e-05}",383
paper2429,0,0.999521,"{""0"": 0.999521, ""1"": 0.000312, ""2"": 0.000106, ""3"": 6.1e-05}",248
paper243,0,0.861155,"{""0"": 0.861155, ""1"": 0.107466, ""2"": 0.031338, ""3"": 4.1e-05}",350
paper2430,0,0.906167,"{""0"": 0.906167, ""1"": 0.09372, ""2"": 7.2e-05, ""3"": 4.1e-05}",347
paper2431,0,0.999638,"{""0"": 0.999638, ""1"": 0.000236, ""2"": 8e-05, ""3"": 4.6e-05}",325
paper2432,0,0.852515,"{""0"": 0.852515, ""1"": 0.147362, ""2"": 7.8e-05, ""3"": 4.5e-05}",326
paper2433,0,0.975583,"{""0"": 0.975583, ""1"": 0.024336, ""2"": 5.2e-05, ""3"": 3e-05}",491
paper2434,0,0.999441,"{""0"": 0.999441, ""1"": 0.000364, ""2"": 0.000124, ""3"": 7.1e-05}",198
paper2435,0,0.933779,"{""0"": 0.933779, ""1"": 0.000923, ""2"": 0.000314, ""3"": 0.064984}",97
paper2436,0,0.999816,"{""0"": 0.999816, ""1"": 0.00012, ""2"": 4.1e-05, ""3"": 2.3e-05}",619
paper2437,0,0.999639,"{""0"": 0.999639, ""1"": 0.000235, ""2"": 8e-05, ""3"": 4.6e-05}",293
paper2438,0,0.999696,"{""0"": 0.999696, ""1"": 0.000198, ""2"": 6.7e-05, ""3"": 3.9e-05}",382
paper2439,0,0.999599,"{""0"": 0.999599, ""1"": 0.000261, ""2"": 8.9e-05, ""3"": 5.1e-05}",284
paper244,0,0.770096,"{""0"": 0.770096, ""1"": 0.229775, ""2"": 8.2e-05, ""3"": 4.7e-05}",299
paper2440,0,0.999585,"{""0"": 0.999585, ""1"": 0.00027, ""2"": 9.2e-05, ""3"": 5.3e-05}",303
paper2441,0,0.94467,"{""0"": 0.94467, ""1"": 0.05522, ""2"": 7e-05, ""3"": 4e-05}",375
paper2442,0,0.999662,"{""0"": 0.999662, ""1"": 0.00022, ""2"": 7.5e-05, ""3"": 4.3e-05}",339
paper2443,0,0.99956,"{""0"": 0.99956, ""1"": 0.000286, ""2"": 9.7e-05, ""3"": 5.6e-05}",314
paper2444,0,0.999622,"{""0"": 0.999622, ""1"": 0.000246, ""2"": 8.4e-05, ""3"": 4.8e-05}",311
paper2445,0,0.999725,"{""0"": 0.999725, ""1"": 0.000179, ""2"": 6.1e-05, ""3"": 3.5e-05}",396
paper2446,0,0.999721,"{""0"": 0.999721, ""1"": 0.000182, ""2"": 6.2e-05, ""3"": 3.5e-05}",389
paper2447,0,0.999604,"{""0"": 0.999604, ""1"": 0.000258, ""2"": 8.8e-05, ""3"": 5e-05}",295
paper2448,0,0.921265,"{""0"": 0.921265, ""1"": 0.046163, ""2"": 0.032521, ""3"": 5.1e-05}",287
paper2449,0,0.99972,"{""0"": 0.99972, ""1"": 0.000182, ""2"": 6.2e-05, ""3"": 3.6e-05}",430
paper245,0,0.83545,"{""0"": 0.83545, ""1"": 0.160299, ""2"": 0.004214, ""3"": 3.7e-05}",417
paper2450,0,0.821366,"{""0"": 0.821366, ""1"": 0.002292, ""2"": 0.176336, ""3"": 6e-06}",2559
paper2451,0,0.921216,"{""0"": 0.921216, ""1"": 0.078678, ""2"": 6.7e-05, ""3"": 3.9e-05}",390
paper2452,0,0.968645,"{""0"": 0.968645, ""1"": 0.031137, ""2"": 0.000138, ""3"": 7.9e-05}",174
paper2453,0,0.999708,"{""0"": 0.999708, ""1"": 0.00019, ""2"": 6.5e-05, ""3"": 3.7e-05}",418
paper2454,0,0.99961,"{""0"": 0.99961, ""1"": 0.000254, ""2"": 8.6e-05, ""3"": 5e-05}",318
paper2455,0,0.978737,"{""0"": 0.978737, ""1"": 0.000231, ""2"": 0.020987, ""3"": 4.5e-05}",324
paper2456,0,0.999568,"{""0"": 0.999568, ""1"": 0.000281, ""2"": 9.6e-05, ""3"": 5.5e-05}",282
paper2457,0,0.987584,"{""0"": 0.987584, ""1"": 0.00015, ""2"": 5.1e-05, ""3"": 0.012215}",481
paper2458,0,0.930103,"{""0"": 0.930103, ""1"": 0.069801, ""2"": 6.1e-05, ""3"": 3.5e-05}",420
paper2459,0,0.808071,"{""0"": 0.808071, ""1"": 0.191822, ""2"": 6.8e-05, ""3"": 3.9e-05}",1597
paper246,0,0.849654,"{""0"": 0.849654, ""1"": 0.056988, ""2"": 0.093311, ""3"": 4.7e-05}",326
